time_ns	amplitude
56.000	0.000000
56.200	0.000000
56.400	0.000000
56.600	0.000000
56.800	0.000000
57.000	0.000000
57.200	0.000000
57.400	0.000000
57.600	0.000000
57.800	0.000000
58.000	0.000000
58.200	0.000000
58.400	0.000000
58.600	0.000000
58.800	0.000000
59.000	0.000000
59.200	0.000000
59.400	0.000000
59.600	0.000000
59.800	0.000000
60.000	0.000000
60.200	0.000000
60.400	0.000000
60.600	0.000000
60.800	0.000000
61.000	0.000000
61.200	0.000000
61.400	0.000000
61.600	0.000000
61.800	0.000000
62.000	0.000000
62.200	0.000000
62.400	0.000000
62.600	0.000000
62.800	0.000000
63.000	0.000000
63.200	0.000000
63.400	0.000000
63.600	0.000000
63.800	0.000000
64.000	0.000000
64.200	0.000000
64.400	0.000000
64.600	0.000000
64.800	0.000000
65.000	0.000000
65.200	0.000000
65.400	0.000000
65.600	0.000000
65.800	0.000000
66.000	0.000000
66.200	0.000000
66.400	0.000000
66.600	0.000000
66.800	0.000000
67.000	0.000000
67.200	0.000000
67.400	0.000000
67.600	0.000000
67.800	0.000000
68.000	0.000000
68.200	0.000000
68.400	0.000000
68.600	0.000000
68.800	0.000000
69.000	0.000000
69.200	0.000000
69.400	0.000000
69.600	0.000000
69.800	0.000000
70.000	0.000000
70.200	0.000000
70.400	0.000000
70.600	0.000000
70.800	0.000000
71.000	0.000000
71.200	0.000000
71.400	0.000000
71.600	0.000000
71.800	0.000000
72.000	0.000000
72.200	0.000000
72.400	0.000000
72.600	0.000000
72.800	0.000000
73.000	0.000000
73.200	0.000000
73.400	0.000000
73.600	0.000000
73.800	0.000000
74.000	0.000000
74.200	0.000000
74.400	0.000000
74.600	0.000000
74.800	0.000000
75.000	0.000000
75.200	0.000000
75.400	0.000000
75.600	0.000000
75.800	0.000000
76.000	0.000000
76.200	0.000000
76.400	0.000000
76.600	0.000000
76.800	0.000000
77.000	0.000000
77.200	0.000000
77.400	0.000000
77.600	0.000000
77.800	0.000000
78.000	0.000000
78.200	0.000000
78.400	0.000000
78.600	0.000000
78.800	0.000000
79.000	0.000000
79.200	0.000000
79.400	0.000000
79.600	0.000000
79.800	0.000000
80.000	0.000000
80.200	0.000000
80.400	0.000000
80.600	0.000000
80.800	0.000000
81.000	0.000000
81.200	0.000000
81.400	0.000000
81.600	0.000000
81.800	0.000000
82.000	0.000000
82.200	0.000000
82.400	0.000000
82.600	0.000000
82.800	0.000000
83.000	0.000000
83.200	0.000000
83.400	0.000000
83.600	0.000000
83.800	0.000000
84.000	0.000000
84.200	0.000000
84.400	0.000000
84.600	0.000000
84.800	0.000000
85.000	0.000000
85.200	0.000000
85.400	0.000000
85.600	0.000000
85.800	0.000000
86.000	0.000000
86.200	0.000000
86.400	0.000000
86.600	0.000000
86.800	0.000000
87.000	0.000000
87.200	0.000000
87.400	0.000000
87.600	0.000000
87.800	0.000000
88.000	0.000000
88.200	0.000000
88.400	0.000000
88.600	0.000000
88.800	0.000000
89.000	0.000000
89.200	0.000000
89.400	0.000000
89.600	0.000000
89.800	0.000000
90.000	0.000000
90.200	0.000000
90.400	0.000000
90.600	0.000000
90.800	0.000000
91.000	0.000000
91.200	0.000000
91.400	0.000000
91.600	0.000000
91.800	0.000000
92.000	0.000000
92.200	0.000000
92.400	0.000000
92.600	0.000000
92.800	0.000000
93.000	0.000000
93.200	0.000000
93.400	0.000000
93.600	0.000000
93.800	0.000000
94.000	0.000000
94.200	0.000000
94.400	0.000000
94.600	0.000000
94.800	0.000000
95.000	0.000000
95.200	0.000000
95.400	0.000000
95.600	0.000000
95.800	0.000000
96.000	0.000000
96.200	0.000000
96.400	0.000000
96.600	0.000000
96.800	0.000000
97.000	0.000000
97.200	0.000000
97.400	0.000000
97.600	0.000000
97.800	0.000000
98.000	0.000000
98.200	0.000000
98.400	0.000000
98.600	0.000000
98.800	0.000000
99.000	0.000000
99.200	0.000000
99.400	0.000000
99.600	0.000000
99.800	0.000000
100.000	0.000000
100.200	0.000000
100.400	0.000000
100.600	0.000000
100.800	0.000000
101.000	0.000000
101.200	0.000000
101.400	0.000000
101.600	0.000000
101.800	0.000000
102.000	0.000000
102.200	0.000000
102.400	0.000000
102.600	0.000000
102.800	0.000000
103.000	0.000000
103.200	0.000000
103.400	0.000000
103.600	0.000000
103.800	0.000000
104.000	0.000000
104.200	0.000000
104.400	0.000000
104.600	0.000000
104.800	0.000000
105.000	0.000000
105.200	0.000000
105.400	0.000000
105.600	0.000000
105.800	0.000000
106.000	0.000000
106.200	0.000000
106.400	0.000000
106.600	0.000000
106.800	0.000000
107.000	0.000000
107.200	0.000000
107.400	0.000000
107.600	0.000000
107.800	0.000000
108.000	0.000000
108.200	0.000000
108.400	0.000000
108.600	0.000000
108.800	0.000000
109.000	0.000000
109.200	0.000000
109.400	0.000000
109.600	0.000000
109.800	0.000000
110.000	0.000000
110.200	0.000000
110.400	0.000000
110.600	0.000000
110.800	0.000000
111.000	0.000000
111.200	0.000000
111.400	0.000000
111.600	0.000000
111.800	0.000000
112.000	0.000000
112.200	0.000000
112.400	0.000000
112.600	0.000000
112.800	0.000000
113.000	0.000000
113.200	0.000000
113.400	0.000000
113.600	0.000000
113.800	0.000000
114.000	0.000000
114.200	0.000000
114.400	0.000000
114.600	0.000000
114.800	0.000000
115.000	0.000000
115.200	0.000000
115.400	0.000000
115.600	0.000000
115.800	0.000000
116.000	0.000000
116.200	0.000000
116.400	0.000000
116.600	0.000000
116.800	0.000000
117.000	0.000000
117.200	0.000000
117.400	0.000000
117.600	0.000000
117.800	0.000000
118.000	0.000000
118.200	0.000000
118.400	0.000000
118.600	0.000000
118.800	0.000000
119.000	0.000000
119.200	0.000000
119.400	0.000000
119.600	0.000000
119.800	0.000000
120.000	0.000000
120.200	0.000000
120.400	0.000000
120.600	0.000000
120.800	0.000000
121.000	0.000000
121.200	0.000000
121.400	0.000000
121.600	0.000000
121.800	0.000000
122.000	0.000000
122.200	0.000000
122.400	0.000000
122.600	0.000000
122.800	0.000000
123.000	0.000000
123.200	0.000000
123.400	0.000000
123.600	0.000000
123.800	0.000000
124.000	0.000000
124.200	0.000000
124.400	0.000000
124.600	0.000000
124.800	0.000000
125.000	0.000000
125.200	0.000000
125.400	0.000000
125.600	0.000000
125.800	0.000000
126.000	0.000000
126.200	0.000000
126.400	0.000000
126.600	0.000000
126.800	0.000000
127.000	0.000000
127.200	0.000000
127.400	0.000000
127.600	0.000000
127.800	0.000000
128.000	0.000000
128.200	0.000000
128.400	0.000000
128.600	0.000000
128.800	0.000000
129.000	0.000000
129.200	0.000000
129.400	0.000000
129.600	0.000000
129.800	0.000000
130.000	0.000000
130.200	0.000000
130.400	0.000000
130.600	0.000000
130.800	0.000000
131.000	0.000000
131.200	0.000000
131.400	0.000000
131.600	0.000000
131.800	0.000000
132.000	0.000000
132.200	0.000000
132.400	0.000000
132.600	0.000000
132.800	0.000000
133.000	0.000000
133.200	0.000000
133.400	0.000000
133.600	0.000000
133.800	0.000000
134.000	0.000000
134.200	0.000000
134.400	0.000000
134.600	0.000000
134.800	0.000000
135.000	0.000000
135.200	0.000000
135.400	0.000000
135.600	0.000000
135.800	0.000000
136.000	0.000000
136.200	0.000000
136.400	0.000000
136.600	0.000000
136.800	0.000000
137.000	0.000000
137.200	0.000000
137.400	0.000000
137.600	0.000000
137.800	0.000000
138.000	0.000000
138.200	0.000000
138.400	0.000000
138.600	0.000000
138.800	0.000000
139.000	0.000000
139.200	0.000000
139.400	0.000000
139.600	0.000000
139.800	0.000000
140.000	0.000000
140.200	0.000000
140.400	0.000000
140.600	0.000000
140.800	0.000000
141.000	0.000000
141.200	0.000000
141.400	0.000000
141.600	0.000000
141.800	0.000000
142.000	0.000000
142.200	0.000000
142.400	0.000000
142.600	0.000000
142.800	0.000000
143.000	0.000000
143.200	0.000000
143.400	0.000000
143.600	0.000000
143.800	0.000000
144.000	0.000000
144.200	0.000000
144.400	0.000000
144.600	0.000000
144.800	0.000000
145.000	0.000000
145.200	0.000000
145.400	0.000000
145.600	0.000000
145.800	0.000000
146.000	0.000000
146.200	0.000000
146.400	0.000000
146.600	0.000000
146.800	0.000000
147.000	0.000000
147.200	0.000000
147.400	0.000000
147.600	0.000000
147.800	0.000000
148.000	0.000000
148.200	0.000000
148.400	0.000000
148.600	0.000000
148.800	0.000000
149.000	0.000000
149.200	0.000000
149.400	0.000000
149.600	0.000000
149.800	0.000000
150.000	0.000000
150.200	0.000000
150.400	0.000000
150.600	0.000000
150.800	0.000000
151.000	0.000000
151.200	0.000000
151.400	0.000000
151.600	0.000000
151.800	0.000000
152.000	0.000000
152.200	0.000000
152.400	0.000000
152.600	0.000000
152.800	0.000000
153.000	0.000000
153.200	0.000000
153.400	0.000000
153.600	0.000000
153.800	0.000000
154.000	0.000000
154.200	0.000000
154.400	0.000000
154.600	0.000000
154.800	0.000000
155.000	0.000000
155.200	0.000000
155.400	0.000000
155.600	0.000000
155.800	0.000000
156.000	0.000000
156.200	0.000000
156.400	0.000000
156.600	0.000000
156.800	0.000000
157.000	0.000000
157.200	0.000000
157.400	0.000000
157.600	0.000000
157.800	0.000000
158.000	0.000000
158.200	0.000000
158.400	0.000000
158.600	0.000000
158.800	0.000000
159.000	0.000000
159.200	0.000000
159.400	0.000000
159.600	0.000000
159.800	0.000000
160.000	0.000000
160.200	0.000000
160.400	0.000000
160.600	0.000000
160.800	0.000000
161.000	0.000000
161.200	0.000000
161.400	0.000000
161.600	0.000000
161.800	0.000000
162.000	0.000000
162.200	0.000000
162.400	0.000000
162.600	0.000000
162.800	0.000000
163.000	0.000000
163.200	0.000000
163.400	0.000000
163.600	0.000000
163.800	0.000000
164.000	0.000000
164.200	0.000000
164.400	0.000000
164.600	0.000000
164.800	0.000000
165.000	0.000000
165.200	0.000000
165.400	0.000000
165.600	0.000000
165.800	0.000000
166.000	0.000000
166.200	0.000000
166.400	0.000000
166.600	0.000000
166.800	0.000000
167.000	0.000000
167.200	0.000000
167.400	0.000000
167.600	0.000000
167.800	0.000000
168.000	0.000000
168.200	0.000000
168.400	0.000000
168.600	0.000000
168.800	0.000000
169.000	0.000000
169.200	0.000000
169.400	0.000000
169.600	0.000000
169.800	0.000000
170.000	0.000000
170.200	0.000000
170.400	0.000000
170.600	0.000000
170.800	0.000000
171.000	0.000000
171.200	0.000000
171.400	0.000000
171.600	0.000000
171.800	0.000000
172.000	0.000000
172.200	0.000000
172.400	0.000000
172.600	0.000000
172.800	0.000000
173.000	0.000000
173.200	0.000000
173.400	0.000000
173.600	0.000000
173.800	0.000000
174.000	0.000000
174.200	0.000000
174.400	0.000000
174.600	0.000000
174.800	0.000000
175.000	0.000000
175.200	0.000000
175.400	0.000000
175.600	0.000000
175.800	0.000000
176.000	0.000000
176.200	0.000000
176.400	0.000000
176.600	0.000000
176.800	0.000000
177.000	0.000000
177.200	0.000000
177.400	0.000000
177.600	0.000000
177.800	0.000000
178.000	0.000000
178.200	0.000000
178.400	0.000000
178.600	0.000000
178.800	0.000000
179.000	0.000000
179.200	0.000000
179.400	0.000000
179.600	0.000000
179.800	0.000000
180.000	0.000000
180.200	0.000000
180.400	0.000000
180.600	0.000000
180.800	0.000000
181.000	0.000000
181.200	0.000000
181.400	0.000000
181.600	0.000000
181.800	0.000000
182.000	0.000000
182.200	0.000000
182.400	0.000000
182.600	0.000000
182.800	0.000000
183.000	0.000000
183.200	0.000000
183.400	0.000000
183.600	0.000000
183.800	0.000000
184.000	0.000000
184.200	0.000000
184.400	0.000000
184.600	0.000000
184.800	0.000000
185.000	0.000000
185.200	0.000000
185.400	0.000000
185.600	0.000000
185.800	0.000000
186.000	0.000000
186.200	0.000000
186.400	0.000000
186.600	0.000000
186.800	0.000000
187.000	0.000000
187.200	0.000000
187.400	0.000000
187.600	0.000000
187.800	0.000000
188.000	0.000000
188.200	0.000000
188.400	0.000000
188.600	0.000000
188.800	0.000000
189.000	0.000000
189.200	0.000000
189.400	0.000000
189.600	0.000000
189.800	0.000000
190.000	0.000000
190.200	0.000000
190.400	0.000000
190.600	0.000000
190.800	0.000000
191.000	0.000000
191.200	0.000000
191.400	0.000000
191.600	0.000000
191.800	0.000000
192.000	0.000000
192.200	0.000000
192.400	0.000000
192.600	0.000000
192.800	0.000000
193.000	0.000000
193.200	0.000000
193.400	0.000000
193.600	0.000000
193.800	0.000000
194.000	0.000000
194.200	0.000000
194.400	0.000000
194.600	0.000000
194.800	0.000000
195.000	0.000000
195.200	0.000000
195.400	0.000000
195.600	0.000000
195.800	0.000000
196.000	0.000000
196.200	0.000000
196.400	0.000000
196.600	0.000000
196.800	0.000000
197.000	0.000000
197.200	0.000000
197.400	0.000000
197.600	0.000000
197.800	0.000000
198.000	0.000000
198.200	0.000000
198.400	0.000000
198.600	0.000000
198.800	0.000000
199.000	0.000000
199.200	0.000000
199.400	0.000000
199.600	0.000000
199.800	0.000000
200.000	0.000000
200.200	0.000000
200.400	0.000000
200.600	0.000000
200.800	0.000000
201.000	0.000000
201.200	0.000000
201.400	0.000000
201.600	0.000000
201.800	0.000000
202.000	0.000000
202.200	0.000000
202.400	0.000000
202.600	0.000000
202.800	0.000000
203.000	0.000000
203.200	0.000000
203.400	0.000000
203.600	0.000000
203.800	0.000000
204.000	0.000000
204.200	0.000000
204.400	0.000000
204.600	0.000000
204.800	0.000000
205.000	0.000000
205.200	0.000000
205.400	0.000000
205.600	0.000000
205.800	0.000000
206.000	0.000000
206.200	0.000000
206.400	0.000000
206.600	0.000000
206.800	0.000000
207.000	0.000000
207.200	0.000000
207.400	0.000000
207.600	0.000000
207.800	0.000000
208.000	0.000000
208.200	0.000000
208.400	0.000000
208.600	0.000000
208.800	0.000000
209.000	0.000000
209.200	0.000000
209.400	0.000000
209.600	0.000000
209.800	0.000000
210.000	0.000000
210.200	0.000000
210.400	0.000000
210.600	0.000000
210.800	0.000000
211.000	0.000000
211.200	0.000000
211.400	0.000000
211.600	0.000000
211.800	0.000000
212.000	0.000000
212.200	0.000000
212.400	0.000000
212.600	0.000000
212.800	0.000000
213.000	0.000000
213.200	0.000000
213.400	0.000000
213.600	0.000000
213.800	0.000000
214.000	0.000000
214.200	0.000000
214.400	0.000000
214.600	0.000000
214.800	0.000000
215.000	0.000000
215.200	0.000000
215.400	0.000000
215.600	0.000000
215.800	0.000000
216.000	0.000000
216.200	0.000000
216.400	0.000000
216.600	0.000000
216.800	0.000000
217.000	0.000000
217.200	0.000000
217.400	0.000000
217.600	0.000000
217.800	0.000000
218.000	0.000000
218.200	0.000000
218.400	0.000000
218.600	0.000000
218.800	0.000000
219.000	0.000000
219.200	0.000000
219.400	0.000000
219.600	0.000000
219.800	0.000000
220.000	0.000000
220.200	0.000000
220.400	0.000000
220.600	0.000000
220.800	0.000000
221.000	0.000000
221.200	0.000000
221.400	0.000000
221.600	0.000000
221.800	0.000000
222.000	0.000000
222.200	0.000000
222.400	0.000000
222.600	0.000000
222.800	0.000000
223.000	0.000000
223.200	0.000000
223.400	0.000000
223.600	0.000000
223.800	0.000000
224.000	0.000000
224.200	0.000000
224.400	0.000000
224.600	0.000000
224.800	0.000000
225.000	0.000000
225.200	0.000000
225.400	0.000000
225.600	0.000000
225.800	0.000000
226.000	0.000000
226.200	0.000000
226.400	0.000000
226.600	0.000000
226.800	0.000000
227.000	0.000000
227.200	0.000000
227.400	0.000000
227.600	0.000000
227.800	0.000000
228.000	0.000000
228.200	0.000000
228.400	0.000000
228.600	0.000000
228.800	0.000000
229.000	0.000000
229.200	0.000000
229.400	0.000000
229.600	0.000000
229.800	0.000000
230.000	0.000000
230.200	0.000000
230.400	0.000000
230.600	0.000000
230.800	0.000000
231.000	0.000000
231.200	0.000000
231.400	0.000000
231.600	0.000000
231.800	0.000000
232.000	0.000000
232.200	0.000000
232.400	0.000000
232.600	0.000000
232.800	0.000000
233.000	0.000000
233.200	0.000000
233.400	0.000000
233.600	0.000000
233.800	0.000000
234.000	0.000000
234.200	0.000000
234.400	0.000000
234.600	0.000000
234.800	0.000000
235.000	0.000000
235.200	0.000000
235.400	0.000000
235.600	0.000000
235.800	0.000000
236.000	0.000000
236.200	0.000000
236.400	0.000000
236.600	0.000000
236.800	0.000000
237.000	0.000000
237.200	0.000000
237.400	0.000000
237.600	0.000000
237.800	0.000000
238.000	0.000000
238.200	0.000000
238.400	0.000000
238.600	0.000000
238.800	0.000000
239.000	0.000000
239.200	0.000000
239.400	0.000000
239.600	0.000000
239.800	0.000000
240.000	0.000000
240.200	0.000000
240.400	0.000000
240.600	0.000000
240.800	0.000000
241.000	0.000000
241.200	0.000000
241.400	0.000000
241.600	0.000000
241.800	0.000000
242.000	0.000000
242.200	0.000000
242.400	0.000000
242.600	0.000000
242.800	0.000000
243.000	0.000000
243.200	0.000000
243.400	0.000000
243.600	0.000000
243.800	0.000000
244.000	0.000000
244.200	0.000000
244.400	0.000000
244.600	0.000000
244.800	0.000000
245.000	0.000000
245.200	0.000000
245.400	0.000000
245.600	0.000000
245.800	0.000000
246.000	0.000000
246.200	0.000000
246.400	0.000000
246.600	0.000000
246.800	0.000000
247.000	0.000000
247.200	0.000000
247.400	0.000000
247.600	0.000000
247.800	0.000000
248.000	0.000000
248.200	0.000000
248.400	0.000000
248.600	0.000000
248.800	0.000000
249.000	0.000000
249.200	0.000000
249.400	0.000000
249.600	0.000000
249.800	0.000000
250.000	0.000000
250.200	0.000000
250.400	0.000000
250.600	0.000000
250.800	0.000000
251.000	0.000000
251.200	0.000000
251.400	0.000000
251.600	0.000000
251.800	0.000000
252.000	0.000000
252.200	0.000000
252.400	0.000000
252.600	0.000000
252.800	0.000000
253.000	0.000000
253.200	0.000000
253.400	0.000000
253.600	0.000000
253.800	0.000000
254.000	-0.117226
254.200	-0.073990
254.400	-0.030754
254.600	0.001270
254.800	0.015167
255.000	0.029064
255.200	0.042962
255.400	0.056859
255.600	0.070756
255.800	0.084654
256.000	0.098551
256.200	0.112449
256.400	0.126346
256.600	0.140243
256.800	0.128117
257.000	0.113447
257.200	0.098778
257.400	0.084108
257.600	0.069439
257.800	0.054769
258.000	0.040100
258.200	0.025430
258.400	0.010761
258.600	-0.003909
258.800	-0.024351
259.000	-0.052146
259.200	-0.079941
259.400	-0.107736
259.600	-0.135531
259.800	-0.163326
260.000	-0.176065
260.200	-0.158462
260.400	-0.140858
260.600	-0.123255
260.800	-0.105652
261.000	-0.088048
261.200	-0.070445
261.400	-0.052842
261.600	-0.035238
261.800	0.012851
262.000	0.080794
262.200	0.148737
262.400	0.171936
262.600	0.194584
262.800	0.217232
263.000	0.239879
263.200	0.262527
263.400	0.285174
263.600	0.307822
263.800	0.320203
264.000	0.266466
264.200	0.212729
264.400	0.158992
264.600	0.105255
264.800	0.017929
265.000	-0.078218
265.200	-0.132263
265.400	-0.186309
265.600	-0.240354
265.800	-0.294400
266.000	-0.348445
266.200	-0.329000
266.400	-0.290087
266.600	-0.251174
266.800	-0.212261
267.000	-0.175131
267.200	-0.140388
267.400	-0.105645
267.600	-0.070902
267.800	-0.014450
268.000	0.043456
268.200	0.101363
268.400	0.141084
268.600	0.158290
268.800	0.175496
269.000	0.192703
269.200	0.209909
269.400	0.227115
269.600	0.230478
269.800	0.206801
270.000	0.183124
270.200	0.159447
270.400	0.135770
270.600	0.112093
270.800	0.088416
271.000	0.064739
271.200	0.007596
271.400	-0.085054
271.600	-0.152564
271.800	-0.211242
272.000	-0.267561
272.200	-0.306937
272.400	-0.346312
272.600	-0.385688
272.800	-0.369944
273.000	-0.322075
273.200	-0.274206
273.400	-0.226337
273.600	-0.178468
273.800	-0.087166
274.000	0.084894
274.200	0.172485
274.400	0.207691
274.600	0.242897
274.800	0.278103
275.000	0.292119
275.200	0.253735
275.400	0.215352
275.600	0.176968
275.800	0.138585
276.000	0.100201
276.200	0.064554
276.400	0.041392
276.600	0.018230
276.800	-0.004933
277.000	-0.028095
277.200	-0.051257
277.400	-0.061297
277.600	-0.070562
277.800	-0.079827
278.000	-0.089092
278.200	-0.098357
278.400	-0.107622
278.600	-0.116887
278.800	-0.100650
279.000	-0.083444
279.200	-0.066238
279.400	-0.049031
279.600	-0.031825
279.800	-0.014618
280.000	0.012964
280.200	0.042303
280.400	0.071642
280.600	0.100981
280.800	0.130320
281.000	0.129999
281.200	0.111469
281.400	0.092940
281.600	0.074410
281.800	0.055880
282.000	0.037350
282.200	0.018820
282.400	0.000291
282.600	-0.018239
282.800	-0.036769
283.000	-0.055299
283.200	-0.060125
283.400	-0.028961
283.600	0.002203
283.800	0.033367
284.000	0.064531
284.200	0.095695
284.400	0.126859
284.600	0.158023
284.800	0.189187
285.000	0.220351
285.200	0.178126
285.400	0.100918
285.600	0.022244
285.800	-0.079667
286.000	-0.188856
286.200	-0.313935
286.400	-0.390251
286.600	-0.429627
286.800	-0.469003
287.000	-0.499101
287.200	-0.420348
287.400	-0.341595
287.600	-0.262842
287.800	-0.148670
288.000	-0.009701
288.200	0.137082
288.400	0.285321
288.600	0.420524
288.800	0.510858
289.000	0.601193
289.200	0.691527
289.400	0.645139
289.600	0.549401
289.800	0.452580
290.000	0.347578
290.200	0.242575
290.400	0.139114
290.600	0.037200
290.800	-0.064714
291.000	-0.394048
291.200	-0.599753
291.400	-0.699815
291.600	-0.799876
291.800	-0.899938
292.000	-1.000000
292.200	-0.877048
292.400	-0.688661
292.600	-0.564082
292.800	-0.646734
293.000	-0.374963
293.200	-0.103192
293.400	0.172698
293.600	0.575441
293.800	0.684947
294.000	0.766015
294.200	0.847083
294.400	0.861525
294.600	0.787406
294.800	0.713286
295.000	0.639167
295.200	0.565048
295.400	0.427212
295.600	0.024182
295.800	-0.256253
296.000	-0.385964
296.200	-0.455720
296.400	-0.500191
296.600	-0.544662
296.800	-0.589133
297.000	-0.605408
297.200	-0.567024
297.400	-0.528641
297.600	-0.490257
297.800	-0.451873
298.000	-0.413490
298.200	-0.363368
298.400	-0.274426
298.600	-0.185484
298.800	-0.096541
299.000	-0.007599
299.200	0.151667
299.400	0.321524
299.600	0.441709
299.800	0.413914
300.000	0.386119
300.200	0.358324
300.400	0.330529
300.600	0.302734
300.800	0.274939
301.000	0.247144
301.200	0.219349
301.400	0.184601
301.600	0.143571
301.800	0.102541
302.000	0.061511
302.200	0.020480
302.400	-0.020550
302.600	-0.102436
302.800	-0.241412
303.000	-0.334732
303.200	-0.405763
303.400	-0.469235
303.600	-0.400675
303.800	-0.332116
304.000	-0.263556
304.200	-0.194996
304.400	-0.096981
304.600	0.014200
304.800	0.125380
305.000	0.219124
305.200	0.243444
305.400	0.267764
305.600	0.292085
305.800	0.316405
306.000	0.340725
306.200	0.365045
306.400	0.374171
306.600	0.329390
306.800	0.284610
307.000	0.239829
307.200	0.195049
307.400	0.150268
307.600	0.017331
